area_name,area_code,population_max,population_max_0,population_max_1,population_max_2,population_max_3,population_max_4,population_max_5,population_max_6,population_max_7,population_max_8,population_max_9,population_max_10,population_man_max,population_man_0,population_man_1,population_man_2,population_man_3,population_man_4,population_man_5,population_man_6,population_man_7,population_man_8,population_man_9,population_man_10,population_woman_max,population_woman_0,population_woman_1,population_woman_2,population_woman_3,population_woman_4,population_woman_5,population_woman_6,population_woman_7,population_woman_8,population_woman_9,population_woman_10
부산광역시 남구 문현제1동,2629068000,13658,705,1152,1648,1259,2049,2455,2331,1424,577,58,0,6654,376,592,882,640,1031,1205,1105,611,203,9,0,7004,329,560,766,619,1018,1250,1226,813,374,49,0
부산광역시 남구 문현제2동,2629069000,8600,350,380,1232,1343,1154,1274,1393,929,491,52,2,4239,184,202,540,739,633,678,686,400,166,11,0,4361,166,178,692,604,521,596,707,529,325,41,2
부산광역시 남구 문현제3동,2629070000,15708,1125,1276,1860,2023,2412,2613,2356,1409,570,64,0,7612,558,638,986,1041,1200,1270,1067,625,212,15,0,8096,567,638,874,982,1212,1343,1289,784,358,49,0
부산광역시 남구 문현제4동,2629071000,8377,303,490,975,784,1062,1501,1626,1090,497,47,2,4083,150,264,527,441,558,728,761,449,193,12,0,4294,153,226,448,343,504,773,865,641,304,35,2
부산광역시 북구 ,2632000000,283584,18455,22492,35825,33743,39852,52548,48593,22096,8837,1112,31,140023,9496,11716,19164,17638,19862,24822,23896,10172,3045,210,2,143561,8959,10776,16661,16105,19990,27726,24697,11924,5792,902,29
부산광역시 북구 구포제1동,2632051000,16023,870,762,2045,2290,1955,2992,3107,1388,542,70,2,8069,427,371,1069,1255,1071,1468,1542,658,191,16,1,7954,443,391,976,1035,884,1524,1565,730,351,54,1
부산광역시 북구 구포제2동,2632052000,25325,1302,1675,3380,3076,3355,4916,4746,2034,756,81,4,12957,685,885,1839,1699,1786,2414,2378,978,282,11,0,12368,617,790,1541,1377,1569,2502,2368,1056,474,70,4
부산광역시 북구 구포제3동,2632052100,19699,815,1410,2811,1872,2699,4169,3690,1632,530,68,3,10156,420,761,1618,1062,1393,2091,1838,753,212,8,0,9543,395,649,1193,810,1306,2078,1852,879,318,60,3
부산광역시 북구 금곡동,2632053000,38076,1975,2941,4326,3683,4942,7309,6987,3698,2001,212,2,18381,1014,1523,2311,1978,2419,3405,3534,1553,595,49,0,19695,961,1418,2015,1705,2523,3904,3453,2145,1406,163,2
부산광역시 북구 화명제1동,2632054100,41686,3887,4348,5463,5213,6428,8099,5683,1851,619,91,4,20452,1996,2250,2903,2497,2984,3712,2979,914,205,12,0,21234,1891,2098,2560,2716,3444,4387,2704,937,414,79,4
부산광역시 북구 화명제2동,2632054200,17081,1192,1376,2396,2096,2211,3422,2626,1184,506,70,2,8349,633,694,1304,1088,1063,1546,1308,529,168,15,1,8732,559,682,1092,1008,1148,1876,1318,655,338,55,1
부산광역시 북구 화명제3동,2632054300,29786,2457,3751,3802,3147,5254,5423,3367,1752,734,97,2,14563,1248,1976,1999,1503,2419,2651,1653,788,299,27,0,15223,1209,1775,1803,1644,2835,2772,1714,964,435,70,2
부산광역시 북구 덕천제1동,2632055000,11163,380,484,1373,1281,1244,1968,2432,1301,611,83,6,5504,182,262,744,726,660,971,1134,595,209,21,0,5659,198,222,629,555,584,997,1298,706,402,62,6
부산광역시 북구 덕천제2동,2632056000,12065,421,571,1771,1521,1448,2177,2448,1176,464,68,0,6010,221,292,925,885,772,1050,1176,528,150,11,0,6055,200,279,846,636,676,1127,1272,648,314,57,0
부산광역시 북구 덕천제3동,2632056100,10784,399,625,1345,1068,1437,1889,2167,1298,503,52,1,5277,214,328,724,586,789,920,1002,551,155,8,0,5507,185,297,621,482,648,969,1165,747,348,44,1
부산광역시 북구 만덕제1동,2632057100,16644,1428,1005,1783,3051,2280,2575,2838,1243,394,45,2,8184,733,523,881,1606,1184,1147,1359,610,138,3,0,8460,695,482,902,1445,1096,1428,1479,633,256,42,2
부산광역시 북구 만덕제2동,2632057200,26537,2170,2275,3039,3238,4076,4356,4631,1990,663,98,1,13019,1114,1180,1599,1626,2046,2036,2200,962,239,17,0,13518,1056,1095,1440,1612,2030,2320,2431,1028,424,81,1
부산광역시 북구 만덕제3동,2632057300,18715,1159,1269,2291,2207,2523,3253,3871,1549,514,77,2,9102,609,671,1248,1127,1276,1411,1793,753,202,12,0,9613,550,598,1043,1080,1247,1842,2078,796,312,65,2
부산광역시 해운대구 ,2635000000,397071,27221,36985,47160,45293,64123,69457,60082,31147,13734,1815,54,190933,14029,19047,24585,22219,30567,33061,28237,13863,4913,400,12,206138,13192,17938,22575,23074,33556,36396,31845,17284,8821,1415,42
부산광역시 해운대구 우제1동,2635051000,22509,1233,1548,2954,2822,3335,3838,3700,2140,817,118,4,10693,612,785,1434,1424,1599,1801,1676,997,340,24,1,11816,621,763,1520,1398,1736,2037,2024,1143,477,94,3
부산광역시 해운대구 우제2동,2635052000,30623,2812,3035,3359,3681,5147,5389,4032,2102,922,139,5,14585,1460,1556,1719,1706,2337,2574,1878,978,352,24,1,16038,1352,1479,1640,1975,2810,2815,2154,1124,570,115,4
부산광역시 해운대구 우제3동,2635052500,28893,2895,3161,2741,3386,5045,4809,4002,1885,839,127,3,13679,1491,1586,1430,1472,2338,2210,1881,888,348,34,1,15214,1404,1575,1311,1914,2707,2599,2121,997,491,93,2
부산광역시 해운대구 중제1동,2635053000,27679,2162,2528,3403,3541,4730,4866,3603,1877,864,102,3,13315,1140,1311,1736,1677,2209,2343,1692,840,341,25,1,14364,1022,1217,1667,1864,2521,2523,1911,1037,523,77,2
부산광역시 해운대구 중제2동,2635054000,15910,1225,1189,1648,2193,2720,2780,2538,1118,413,79,7,7581,586,626,853,1041,1329,1298,1171,501,155,19,2,8329,639,563,795,1152,1391,1482,1367,617,258,60,5
부산광역시 해운대구 좌제1동,2635055100,18137,1168,1988,2724,2096,3124,3215,1968,1103,666,83,2,8449,588,1046,1281,986,1343,1563,939,436,232,34,1,9688,580,942,1443,1110,1781,1652,1029,667,434,49,1
부산광역시 해운대구 좌제2동,2635055200,32110,1992,2789,5029,4438,4882,5716,4091,1959,1067,145,2,14775,1019,1416,2358,2110,2175,2536,1938,797,386,39,1,17335,973,1373,2671,2328,2707,3180,2153,1162,681,106,1
부산광역시 해운대구 좌제3동,2635055300,16195,1034,1770,1901,1640,2458,2954,2343,1230,752,111,2,7606,515,919,1029,798,1080,1364,1096,500,275,29,1,8589,519,851,872,842,1378,1590,1247,730,477,82,1
부산광역시 해운대구 좌제4동,2635055400,23170,1688,2913,2856,2441,3898,4284,2857,1365,765,101,2,10989,898,1467,1499,1154,1704,2007,1397,565,275,22,1,12181,790,1446,1357,1287,2194,2277,1460,800,490,79,1
부산광역시 해운대구 송정동,2635056000,9868,472,479,1131,1203,1323,1685,2011,1012,484,66,2,4758,256,262,618,645,701,775,897,440,154,10,0,5110,216,217,513,558,622,910,1114,572,330,56,2
부산광역시 해운대구 반여제1동,2635057000,34611,2505,4037,4083,3522,5990,6273,4843,2293,929,134,2,17079,1288,2120,2224,1705,2788,3115,2393,1084,332,30,0,17532,1217,1917,1859,1817,3202,3158,2450,1209,597,104,2
부산광역시 해운대구 반여제2동,2635058000,12721,462,587,1366,1479,1664,2319,2562,1579,644,57,2,6184,220,310,770,817,899,1114,1159,676,206,13,0,6537,242,277,596,662,765,1205,1403,903,438,44,2
부산광역시 해운대구 반여제3동,2635059000,8605,216,470,931,768,1066,1624,1890,1097,499,44,0,4224,122,253,520,458,581,801,846,469,166,8,0,4381,94,217,411,310,485,823,1044,628,333,36,0
부산광역시 해운대구 반여제4동,2635059500,16135,1219,1525,1981,1903,2566,2907,2586,1046,357,43,2,7963,642,773,1058,961,1287,1352,1241,529,113,7,0,8172,577,752,923,942,1279,1555,1345,517,244,36,2
부산광역시 해운대구 반송제1동,2635061000,13869,340,687,1559,1097,1659,2594,2873,2052,911,93,4,6956,163,351,876,663,937,1370,1413,835,332,16,0,6913,177,336,683,434,722,1224,1460,1217,579,77,4
부산광역시 해운대구 반송제2동,2635062000,23305,821,1387,2294,1830,3037,4021,5168,3201,1354,187,5,11331,431,739,1284,1015,1665,1965,2430,1345,424,32,1,11974,390,648,1010,815,1372,2056,2738,1856,930,155,4
부산광역시 해운대구 재송제1동,2635065000,37936,3783,4977,4116,4456,7727,5605,4388,2108,679,94,3,18645,1981,2554,2168,2119,3669,2787,2062,1032,255,18,0,19291,1802,2423,1948,2337,4058,2818,2326,1076,424,76,3
부산광역시 해운대구 재송제2동,2635066000,24795,1194,1915,3084,2797,3752,4578,4627,1980,772,92,4,12121,617,973,1728,1468,1926,2086,2128,951,227,16,1,12674,577,942,1356,1329,1826,2492,2499,1029,545,76,3
부산광역시 사하구 ,2638000000,306421,18447,24568,38363,35126,44792,53302,53248,26889,10308,1344,34,152471,9508,12684,20575,18699,22985,26176,25558,12371,3658,250,7,153950,8939,11884,17788,16427,21807,27126,27690,14518,6650,1094,27
부산광역시 사하구 괴정제1동,2638051000,19557,993,1548,2196,2141,2626,3356,3544,2117,903,129,4,9389,522,808,1147,1126,1293,1539,1616,998,314,26,0,10168,471,740,1049,1015,1333,1817,1928,1119,589,103,4
부산광역시 사하구 괴정제2동,2638052000,14046,808,1104,1535,1429,2127,2242,2625,1551,557,66,2,6869,416,542,806,753,1102,1112,1205,723,201,9,0,7177,392,562,729,676,1025,1130,1420,828,356,57,2
부산광역시 사하구 괴정제3동,2638053000,12497,494,732,1397,1442,1585,2078,2625,1482,593,69,0,5983,261,379,722,772,848,990,1162,627,206,16,0,6514,233,353,675,670,737,1088,1463,855,387,53,0
부산광역시 사하구 괴정제4동,2638054000,12297,717,942,1427,1306,1778,2015,2335,1239,477,59,2,5973,387,456,778,666,882,957,1055,586,196,10,0,6324,330,486,649,640,896,1058,1280,653,281,49,2
부산광역시 사하구 당리동,2638055000,26580,1518,2239,3313,2877,3779,4671,4820,2371,873,118,1,12993,780,1169,1728,1517,1861,2134,2294,1161,321,28,0,13587,738,1070,1585,1360,1918,2537,2526,1210,552,90,1
부산광역시 사하구 하단제1동,2638056100,21516,1134,1626,3508,2814,2931,3589,3518,1655,660,79,2,10742,571,819,1832,1587,1493,1713,1699,761,257,8,2,10774,563,807,1676,1227,1438,1876,1819,894,403,71,0
부산광역시 사하구 하단제2동,2638056200,25381,1358,1952,5140,3195,3471,4048,3687,1796,656,73,5,12646,722,950,2801,1748,1787,1911,1668,795,250,12,2,12735,636,1002,2339,1447,1684,2137,2019,1001,406,61,3
부산광역시 사하구 신평제1동,2638057100,16976,1049,1106,1804,2009,2481,3076,3148,1620,613,67,3,8777,549,584,1001,1151,1344,1639,1565,724,206,13,1,8199,500,522,803,858,1137,1437,1583,896,407,54,2
부산광역시 사하구 신평제2동,2638057200,15763,1012,1294,2043,2076,2372,2873,2611,1055,364,63,0,7894,534,674,1061,1108,1216,1378,1258,516,135,14,0,7869,478,620,982,968,1156,1495,1353,539,229,49,0
부산광역시 사하구 장림제1동,2638058000,10748,867,940,1044,1367,1934,1748,1606,913,304,25,0,5563,444,495,573,712,1077,962,782,415,99,4,0,5185,423,445,471,655,857,786,824,498,205,21,0
부산광역시 사하구 장림제2동,2638059000,27357,1761,2383,3375,3443,4357,4796,4520,2021,626,74,1,13913,922,1245,1801,1880,2261,2397,2218,949,230,10,0,13444,839,1138,1574,1563,2096,2399,2302,1072,396,64,1
부산광역시 사하구 다대제1동,2638060100,38898,2777,3859,4395,4076,6277,7033,6126,2971,1207,177,0,19490,1395,2051,2445,2034,3104,3540,3119,1359,402,41,0,19408,1382,1808,1950,2042,3173,3493,3007,1612,805,136,0
부산광역시 사하구 다대제2동,2638060200,27345,1595,2311,3176,2544,3884,5187,5106,2344,1048,145,5,13437,812,1185,1776,1292,1885,2545,2541,1032,342,26,1,13908,783,1126,1400,1252,1999,2642,2565,1312,706,119,4
부산광역시 사하구 구평동,2638061000,12887,1391,940,1436,2305,2027,2008,1778,749,209,42,2,6578,732,513,732,1198,1075,1014,866,371,74,3,0,6309,659,427,704,1107,952,994,912,378,135,39,2
부산광역시 사하구 감천제1동,2638062000,18624,848,1365,2063,1709,2478,3467,3896,1982,719,95,2,9168,408,701,1069,915,1334,1681,1857,926,257,20,0,9456,440,664,994,794,1144,1786,2039,1056,462,75,2
부산광역시 사하구 감천제2동,2638063000,5949,125,227,511,393,685,1115,1303,1023,499,63,5,3056,53,113,303,240,423,664,653,428,168,10,1,2893,72,114,208,153,262,451,650,595,331,53,4
부산광역시 금정구 ,2641000000,228936,12214,17282,32264,24372,31319,39194,39792,21939,9329,1193,38,111882,6265,8917,17411,12770,15562,18710,18557,9977,3439,269,5,117054,5949,8365,14853,11602,15757,20484,21235,11962,5890,924,33
부산광역시 금정구 서제1동,2641051000,5337,84,239,483,416,691,1008,1277,761,346,32,0,2750,46,134,273,264,414,538,608,344,126,3,0,2587,38,105,210,152,277,470,669,417,220,29,0
부산광역시 금정구 서제2동,2641052000,9253,281,463,1063,901,1098,1784,2177,1065,384,36,1,4619,142,234,579,482,599,902,1036,504,134,7,0,4634,139,229,484,419,499,882,1141,561,250,29,1
부산광역시 금정구 서제3동,2641053000,11249,322,522,1210,1095,1309,2162,2533,1481,561,53,1,5620,166,258,681,623,723,1081,1206,657,216,9,0,5629,156,264,529,472,586,1081,1327,824,345,44,1
부산광역시 금정구 금사회동동,2641055500,7907,244,349,764,722,924,1497,1951,1043,376,35,2,4161,139,178,425,418,550,782,995,528,140,6,0,3746,105,171,339,304,374,715,956,515,236,29,2
부산광역시 금정구 부곡제1동,2641057000,8275,286,408,819,783,1051,1385,1761,1218,505,58,1,3979,155,205,443,433,585,678,784,509,170,16,1,4296,131,203,376,350,466,707,977,709,335,42,0
부산광역시 금정구 부곡제2동,2641058000,17988,964,1532,2633,1986,2634,3070,2870,1525,676,96,2,8598,512,785,1334,1018,1248,1439,1315,678,242,27,0,9390,452,747,1299,968,1386,1631,1555,847,434,69,2
부산광역시 금정구 부곡제3동,2641059000,15868,1070,1313,2190,1880,2255,2730,2534,1196,608,90,2,7634,558,660,1126,988,1068,1294,1156,550,213,20,1,8234,512,653,1064,892,1187,1436,1378,646,395,70,1
부산광역시 금정구 부곡제4동,2641059100,12893,502,778,1486,1404,1725,2208,2638,1557,538,56,1,6200,251,436,786,746,896,1021,1162,695,198,9,0,6693,251,342,700,658,829,1187,1476,862,340,47,1
부산광역시 금정구 장전제1동,2641060000,18133,831,1200,5925,2020,2168,2204,2022,1181,515,66,1,9411,386,608,3447,1138,1120,1070,907,515,207,13,0,8722,445,592,2478,882,1048,1134,1115,666,308,53,1
부산광역시 금정구 장전제2동,2641061000,26825,2518,2512,3250,3535,4680,3727,3464,2050,925,155,9,12941,1317,1393,1685,1709,2298,1728,1538,909,343,20,1,13884,1201,1119,1565,1826,2382,1999,1926,1141,582,135,8
부산광역시 금정구 선두구동,2641063500,2335,72,92,213,203,229,461,555,322,167,20,1,1253,45,56,114,125,132,243,315,152,65,6,0,1082,27,36,99,78,97,218,240,170,102,14,1
부산광역시 금정구 청룡노포동,2641066500,9767,479,673,1009,918,1154,1752,1946,1227,539,68,2,4776,250,354,584,474,548,835,890,593,221,27,0,4991,229,319,425,444,606,917,1056,634,318,41,2
부산광역시 금정구 남산동,2641067000,29035,1089,1934,4445,2918,3462,5446,5316,2975,1293,151,6,14147,562,972,2388,1580,1710,2581,2503,1319,497,34,1,14888,527,962,2057,1338,1752,2865,2813,1656,796,117,5
부산광역시 금정구 구서제1동,2641068000,19757,1290,1922,2444,2222,2988,3580,3062,1510,662,75,2,9392,658,939,1273,1100,1408,1637,1444,696,220,17,0,10365,632,983,1171,1122,1580,1943,1618,814,442,58,2
부산광역시 금정구 구서제2동,2641069000,33259,2121,3219,4253,3296,4792,6020,5463,2713,1184,192,6,15894,1052,1637,2229,1639,2187,2797,2590,1274,436,52,1,17365,1069,1582,2024,1657,2605,3223,2873,1439,748,140,5
부산광역시 금정구 금성동,2641070000,1055,61,126,77,73,159,160,223,115,50,10,1,507,26,68,44,33,76,84,108,54,11,3,0,548,35,58,33,40,83,76,115,61,39,7,1
부산광역시 강서구 ,2644000000,142768,19795,12848,12615,26960,25867,17170,17031,7160,2830,469,23,73971,10269,6534,6908,13712,14360,8918,8605,3588,980,91,6,68797,9526,6314,5707,13248,11507,8252,8426,3572,1850,378,17
부산광역시 강서구 대저1동,2644051000,6558,179,265,586,567,662,1188,1671,972,406,60,2,3602,84,143,344,331,417,674,932,513,152,12,0,2956,95,122,242,236,245,514,739,459,254,48,2
부산광역시 강서구 대저2동,2644052000,7078,474,467,837,873,909,1054,1366,710,334,52,2,3974,257,249,553,513,553,609,742,366,126,5,1,3104,217,218,284,360,356,445,624,344,208,47,1
부산광역시 강서구 강동동,2644053000,4229,78,122,326,334,332,790,1322,618,258,46,3,2264,44,62,211,200,213,426,716,303,79,9,1,1965,34,60,115,134,119,364,606,315,179,37,2
부산광역시 강서구 명지1동,2644053500,52926,9703,4652,4522,12996,9984,4858,4176,1431,514,81,9,26647,4982,2282,2267,6374,5468,2346,1999,737,173,16,3,26279,4721,2370,2255,6622,4516,2512,2177,694,341,65,6
부산광역시 강서구 명지2동,2644054500,30402,4872,4451,2363,4613,6887,3393,2582,897,287,56,1,15164,2542,2275,1223,2081,3496,1742,1242,443,103,16,1,15238,2330,2176,1140,2532,3391,1651,1340,454,184,40,0
부산광역시 강서구 가락동,2644055000,2351,53,58,179,191,193,427,619,403,194,32,2,1252,25,35,103,117,122,244,325,206,68,7,0,1099,28,23,76,74,71,183,294,197,126,25,2
부산광역시 강서구 녹산동,2644056000,35290,4316,2697,3497,7023,6465,4666,4273,1645,609,99,0,19005,2270,1422,2017,3873,3832,2461,2133,779,198,20,0,16285,2046,1275,1480,3150,2633,2205,2140,866,411,79,0
부산광역시 강서구 가덕도동,2644058000,3934,120,136,305,363,435,794,1022,484,228,43,4,2063,65,66,190,223,259,416,516,241,81,6,0,1871,55,70,115,140,176,378,506,243,147,37,4
부산광역시 연제구 ,2647000000,205742,13790,16176,24846,25975,31283,33395,33427,18475,7471,879,25,99042,6936,8317,12610,13061,15408,15818,15345,8429,2913,199,6,106700,6854,7859,12236,12914,15875,17577,18082,10046,4558,680,19
부산광역시 연제구 거제제1동,2647061000,29336,2368,3556,3233,2879,5403,4815,3725,2306,941,104,6,14174,1235,1868,1716,1357,2489,2372,1685,1014,411,25,2,15162,1133,1688,1517,1522,2914,2443,2040,1292,530,79,4
부산광역시 연제구 거제제2동,2647062000,12258,983,1563,1278,1183,2276,1973,1668,918,375,40,1,5844,448,746,652,575,1073,988,786,421,147,7,1,6414,535,817,626,608,1203,985,882,497,228,33,0
부산광역시 연제구 거제제3동,2647063000,10018,464,672,1086,1085,1276,1616,1849,1254,637,79,0,4748,247,358,529,554,643,758,831,557,247,24,0,5270,217,314,557,531,633,858,1018,697,390,55,0
부산광역시 연제구 거제제4동,2647064000,10462,649,984,1192,1068,1598,1791,1817,923,379,60,1,5128,332,536,646,567,761,843,849,443,138,12,1,5334,317,448,546,501,837,948,968,480,241,48,0
부산광역시 연제구 연산제1동,2647065000,16646,1239,1251,1786,2176,2533,2652,2914,1494,545,53,3,8126,634,677,955,1101,1260,1233,1350,681,216,18,1,8520,605,574,831,1075,1273,1419,1564,813,329,35,2
부산광역시 연제구 연산제2동,2647066000,20872,1982,1277,2346,3496,3153,3127,2946,1733,706,103,3,10030,996,620,1208,1702,1579,1468,1340,824,266,27,0,10842,986,657,1138,1794,1574,1659,1606,909,440,76,3
부산광역시 연제구 연산제3동,2647067000,7248,221,372,752,741,902,1228,1601,1014,382,34,1,3471,125,185,397,399,454,582,728,451,142,8,0,3777,96,187,355,342,448,646,873,563,240,26,1
부산광역시 연제구 연산제4동,2647068000,16185,629,884,2268,1922,2164,2652,3182,1731,672,80,1,7796,305,440,1078,1024,1106,1292,1445,810,273,23,0,8389,324,444,1190,898,1058,1360,1737,921,399,57,1
부산광역시 연제구 연산제5동,2647069000,16607,733,656,3393,3136,2315,2402,2228,1223,488,31,2,7929,359,357,1401,1599,1215,1175,1049,562,207,5,0,8678,374,299,1992,1537,1100,1227,1179,661,281,26,2
부산광역시 연제구 연산제6동,2647070000,16754,1024,984,1797,2270,2247,2573,3038,1892,837,90,2,8078,503,519,977,1164,1205,1216,1348,812,316,18,0,8676,521,465,820,1106,1042,1357,1690,1080,521,72,2
부산광역시 연제구 연산제8동,2647072000,14143,1183,1115,1499,1784,2219,2357,2348,1195,395,48,0,6879,597,557,799,870,1127,1127,1101,551,141,9,0,7264,586,558,700,914,1092,1230,1247,644,254,39,0
부산광역시 연제구 연산제9동,2647073000,35213,2315,2862,4216,4235,5197,6209,6111,2792,1114,157,5,16839,1155,1454,2252,2149,2496,2764,2833,1303,409,23,1,18374,1160,1408,1964,2086,2701,3445,3278,1489,705,134,4
부산광역시 수영구 ,2650000000,175389,9920,11455,23819,23577,25013,27159,29026,17292,7174,917,37,82790,5097,5911,11472,11747,12341,12622,12844,7739,2767,241,9,92599,4823,5544,12347,11830,12672,14537,16182,9553,4407,676,28
부산광역시 수영구 남천제1동,2650066000,13852,692,1148,1785,1612,1962,2479,2142,1282,639,107,4,6378,327,592,866,791,914,1139,943,533,239,32,2,7474,365,556,919,821,1048,1340,1199,749,400,75,2
부산광역시 수영구 남천제2동,2650067000,12082,824,1171,1258,1190,1914,2146,1974,1092,431,75,7,5654,422,605,648,569,858,957,899,510,173,12,1,6428,402,566,610,621,1056,1189,1075,582,258,63,6
부산광역시 수영구 수영동,2650073000,14731,575,655,1717,1698,1869,2257,2980,1997,880,98,5,7058,302,344,857,885,1004,1086,1301,910,347,22,0,7673,273,311,860,813,865,1171,1679,1087,533,76,5
부산광역시 수영구 망미제1동,2650074000,27479,1621,1915,2951,3265,3770,4214,5199,3056,1312,175,1,13134,853,984,1548,1612,1882,1950,2309,1425,513,58,0,14345,768,931,1403,1653,1888,2264,2890,1631,799,117,1
부산광역시 수영구 망미제2동,2650075000,10767,630,754,1156,1290,1586,1800,1934,1164,407,45,1,5296,332,408,634,688,822,863,869,506,169,5,0,5471,298,346,522,602,764,937,1065,658,238,40,1
부산광역시 수영구 광안제1동,2650076000,25912,1153,1514,5132,4134,3511,3527,3700,2230,879,126,6,12052,601,815,2213,2067,1732,1612,1621,1016,338,35,2,13860,552,699,2919,2067,1779,1915,2079,1214,541,91,4
부산광역시 수영구 광안제2동,2650077000,18705,1033,1214,2889,2786,2799,2739,2683,1755,721,77,9,8696,519,608,1337,1385,1362,1271,1174,730,282,25,3,10009,514,606,1552,1401,1437,1468,1509,1025,439,52,6
부산광역시 수영구 광안제3동,2650078000,9587,258,394,1992,1456,1173,1283,1599,1009,386,36,1,4527,128,197,860,762,597,649,742,436,146,10,0,5060,130,197,1132,694,576,634,857,573,240,26,1
부산광역시 수영구 광안제4동,2650079000,13744,936,916,1666,2051,2114,2094,2076,1236,601,53,1,6229,491,451,772,982,959,936,863,543,219,13,0,7515,445,465,894,1069,1155,1158,1213,693,382,40,1
부산광역시 수영구 민락동,2650080000,28530,2198,1774,3273,4095,4315,4620,4739,2471,918,125,2,13766,1122,907,1737,2006,2211,2159,2123,1130,341,29,1,14764,1076,867,1536,2089,2104,2461,2616,1341,577,96,1
부산광역시 사상구 ,2653000000,208727,11370,14453,27871,24345,28496,39050,38446,17665,6348,649,34,105299,5820,7505,14823,13163,15016,19479,19049,8161,2173,108,2,103428,5550,6948,13048,11182,13480,19571,19397,9504,4175,541,32
부산광역시 사상구 삼락동,2653058000,5818,228,278,618,563,658,1225,1303,667,254,23,1,3112,125,145,357,313,379,704,694,303,90,2,0,2706,103,133,261,250,279,521,609,364,164,21,1
부산광역시 사상구 모라제1동,2653059100,28047,1473,1922,3523,3282,3668,5260,5504,2470,834,94,17,13989,737,1018,1868,1767,1885,2576,2644,1179,296,19,0,14058,736,904,1655,1515,1783,2684,2860,1291,538,75,17
부산광역시 사상구 모라제3동,2653059300,10455,241,402,788,712,1206,2010,2537,1695,798,63,3,4992,125,204,468,395,724,1060,1179,620,208,9,0,5463,116,198,320,317,482,950,1358,1075,590,54,3
부산광역시 사상구 덕포제1동,2653060000,8688,455,616,1022,943,1177,1716,1605,832,297,25,0,4447,234,328,597,519,618,902,778,361,106,4,0,4241,221,288,425,424,559,814,827,471,191,21,0
부산광역시 사상구 덕포제2동,2653061000,12954,677,927,1625,1438,1700,2493,2582,1119,345,46,2,6572,342,486,875,767,921,1190,1298,555,130,7,1,6382,335,441,750,671,779,1303,1284,564,215,39,1
부산광역시 사상구 괘법동,2653062000,22408,1019,1006,4335,3297,2716,4065,3842,1601,474,49,4,11602,523,538,2073,1846,1508,2143,2000,784,182,5,0,10806,496,468,2262,1451,1208,1922,1842,817,292,44,4
부산광역시 사상구 감전동,2653064500,13351,497,657,1537,1547,1667,2677,2841,1410,460,56,2,7086,261,352,833,902,969,1457,1472,652,180,7,1,6265,236,305,704,645,698,1220,1369,758,280,49,1
부산광역시 사상구 주례제1동,2653065000,15207,909,1082,2019,1737,1987,3002,2841,1168,415,47,0,7769,475,563,1093,942,1025,1456,1456,589,165,5,0,7438,434,519,926,795,962,1546,1385,579,250,42,0
부산광역시 사상구 주례제2동,2653066000,23153,1365,1811,3953,3012,3374,3751,3487,1678,653,67,2,11591,678,926,2027,1626,1762,1803,1731,785,241,12,0,11562,687,885,1926,1386,1612,1948,1756,893,412,55,2
부산광역시 사상구 주례제3동,2653066100,13166,681,1044,1751,1467,1755,2368,2469,1108,482,41,0,6438,359,528,926,793,882,1086,1180,508,167,9,0,6728,322,516,825,674,873,1282,1289,600,315,32,0
부산광역시 사상구 학장동,2653067000,28336,1742,2171,3278,3180,4245,5246,5294,2300,797,80,3,14160,889,1149,1819,1675,2202,2533,2576,1042,252,23,0,14176,853,1022,1459,1505,2043,2713,2718,1258,545,57,3
부산광역시 사상구 엄궁동,2653068000,27144,2083,2537,3422,3167,4343,5237,4141,1617,539,58,0,13541,1072,1268,1887,1618,2141,2569,2041,783,156,6,0,13603,1011,1269,1535,1549,2202,2668,2100,834,383,52,0
부산광역시 기장군 ,2671000000,177161,18411,18028,16971,24143,33025,24994,22450,12813,5520,775,31,87661,9378,9337,9019,12014,16806,12800,10377,5866,1899,163,2,89500,9033,8691,7952,12129,16219,12194,12073,6947,3621,612,29
부산광역시 기장군 기장읍,2671025000,52880,3010,4280,6175,5662,7937,9453,8563,5105,2362,322,11,25772,1592,2230,3271,2999,3952,4692,3988,2170,812,66,0,27108,1418,2050,2904,2663,3985,4761,4575,2935,1550,256,11
부산광역시 기장군 장안읍,2671025300,8588,417,395,986,1055,955,1509,1702,939,532,93,5,4621,219,220,591,625,573,859,875,477,160,21,1,3967,198,175,395,430,382,650,827,462,372,72,4
부산광역시 기장군 정관읍,2671025600,81893,11360,11023,6627,12300,18903,8896,7082,4045,1456,196,5,40442,5780,5716,3345,5855,9582,4665,3037,1892,534,36,0,41451,5580,5307,3282,6445,9321,4231,4045,2153,922,160,5
부산광역시 기장군 일광면,2671031000,25862,3282,1884,2500,4482,4244,3798,3279,1614,671,103,5,12804,1626,941,1389,2197,2157,1892,1602,760,216,23,1,13058,1656,943,1111,2285,2087,1906,1677,854,455,80,4
부산광역시 기장군 철마면,2671033000,7938,342,446,683,644,986,1338,1824,1110,499,61,5,4022,161,230,423,338,542,692,875,567,177,17,0,3916,181,216,260,306,444,646,949,543,322,44,5
대구광역시  ,2700000000,2388230,168602,218976,310800,285532,372803,419916,341719,177394,82243,9968,277,1177136,86359,114148,165492,149695,184070,205615,162609,77848,29102,2154,44,1211094,82243,104828,145308,135837,188733,214301,179110,99546,53141,7814,233
