area_name,area_code,population_max,population_max_0,population_max_1,population_max_2,population_max_3,population_max_4,population_max_5,population_max_6,population_max_7,population_max_8,population_max_9,population_max_10,population_man_max,population_man_0,population_man_1,population_man_2,population_man_3,population_man_4,population_man_5,population_man_6,population_man_7,population_man_8,population_man_9,population_man_10,population_woman_max,population_woman_0,population_woman_1,population_woman_2,population_woman_3,population_woman_4,population_woman_5,population_woman_6,population_woman_7,population_woman_8,population_woman_9,population_woman_10
전라남도 화순군 동복면,4679040000,1597,29,56,114,58,107,295,332,322,241,43,0,756,14,26,66,38,58,162,194,123,70,5,0,841,15,30,48,20,49,133,138,199,171,38,0
전라남도 화순군 사평면,4679041500,2126,50,55,139,111,159,385,496,380,298,52,1,1077,30,32,76,63,108,223,279,161,90,15,0,1049,20,23,63,48,51,162,217,219,208,37,1
전라남도 화순군 동면,4679042000,3315,96,150,252,198,287,636,745,511,389,49,2,1684,50,88,131,102,172,360,422,236,109,14,0,1631,46,62,121,96,115,276,323,275,280,35,2
전라남도 장흥군 ,4680000000,36622,1838,2627,2876,2526,3846,6138,6726,5347,4006,675,17,17821,909,1397,1627,1339,2124,3388,3341,2316,1248,129,3,18801,929,1230,1249,1187,1722,2750,3385,3031,2758,546,14
전라남도 장흥군 장흥읍,4680025000,14969,1217,1528,1540,1437,2030,2463,2186,1479,924,162,3,7323,596,804,855,717,1020,1310,1042,654,297,28,0,7646,621,724,685,720,1010,1153,1144,825,627,134,3
전라남도 장흥군 관산읍,4680025300,4844,137,279,306,263,404,796,1017,889,645,104,4,2344,74,155,181,142,233,439,515,369,211,24,1,2500,63,124,125,121,171,357,502,520,434,80,3
전라남도 장흥군 대덕읍,4680025600,3292,121,196,205,167,301,566,672,563,430,70,1,1581,47,104,118,89,188,319,332,246,123,15,0,1711,74,92,87,78,113,247,340,317,307,55,1
전라남도 장흥군 용산면,4680031000,2309,79,115,120,126,197,346,515,397,342,69,3,1118,42,61,76,73,122,193,273,168,99,11,0,1191,37,54,44,53,75,153,242,229,243,58,3
전라남도 장흥군 안양면,4680032000,2791,75,125,180,153,240,474,596,474,383,89,2,1356,47,73,98,95,138,271,303,205,112,14,0,1435,28,52,82,58,102,203,293,269,271,75,2
전라남도 장흥군 장동면,4680033000,1220,33,43,63,61,86,201,274,203,226,28,2,592,13,22,33,36,56,124,141,93,67,6,1,628,20,21,30,25,30,77,133,110,159,22,1
전라남도 장흥군 장평면,4680034000,2067,37,91,134,89,144,368,399,388,370,46,1,982,18,42,76,54,99,207,210,159,106,11,0,1085,19,49,58,35,45,161,189,229,264,35,1
전라남도 장흥군 유치면,4680035000,1036,13,27,55,44,85,236,250,180,124,22,0,523,3,17,30,28,53,140,131,81,35,5,0,513,10,10,25,16,32,96,119,99,89,17,0
전라남도 장흥군 부산면,4680036000,1385,29,66,84,47,113,254,245,246,246,54,1,678,18,32,44,24,68,157,131,106,87,10,1,707,11,34,40,23,45,97,114,140,159,44,0
전라남도 장흥군 회진면,4680037000,2709,97,157,189,139,246,434,572,528,316,31,0,1324,51,87,116,81,147,228,263,235,111,5,0,1385,46,70,73,58,99,206,309,293,205,26,0
전라남도 강진군 ,4681000000,33793,1544,2414,2721,2255,3545,5520,6440,5085,3664,594,11,16370,766,1238,1544,1165,1947,3016,3247,2207,1127,108,5,17423,778,1176,1177,1090,1598,2504,3193,2878,2537,486,6
전라남도 강진군 강진읍,4681025000,13274,865,1326,1471,1164,1760,2192,2097,1447,821,130,1,6401,439,655,808,587,866,1127,1017,629,247,25,1,6873,426,671,663,577,894,1065,1080,818,574,105,0
전라남도 강진군 군동면,4681031000,4397,242,333,352,340,460,719,785,595,493,75,3,2127,114,189,203,176,246,378,427,238,142,14,0,2270,128,144,149,164,214,341,358,357,351,61,3
전라남도 강진군 칠량면,4681032000,2234,53,109,136,98,181,363,485,427,328,52,2,1081,31,46,80,53,115,195,251,188,114,7,1,1153,22,63,56,45,66,168,234,239,214,45,1
전라남도 강진군 대구면,4681033000,1128,24,44,51,56,93,182,263,231,150,33,1,544,8,23,33,31,61,110,125,104,45,4,0,584,16,21,18,25,32,72,138,127,105,29,1
전라남도 강진군 도암면,4681034000,2434,49,128,109,98,178,358,577,490,382,64,1,1178,25,69,64,60,107,209,301,219,112,11,1,1256,24,59,45,38,71,149,276,271,270,53,0
전라남도 강진군 신전면,4681035000,1768,66,88,66,79,156,288,406,324,260,35,0,855,28,42,39,38,101,162,203,154,85,3,0,913,38,46,27,41,55,126,203,170,175,32,0
전라남도 강진군 성전면,4681036000,2759,89,118,179,157,239,418,619,502,372,66,0,1363,44,58,115,80,149,240,318,228,116,15,0,1396,45,60,64,77,90,178,301,274,256,51,0
전라남도 강진군 작천면,4681037000,1823,33,68,111,79,124,320,378,356,316,36,2,891,22,35,62,48,80,198,194,146,97,8,1,932,11,33,49,31,44,122,184,210,219,28,1
전라남도 강진군 병영면,4681038000,1602,43,77,93,60,129,269,348,284,250,48,1,752,18,45,50,31,80,152,175,112,77,11,1,850,25,32,43,29,49,117,173,172,173,37,0
전라남도 강진군 옴천면,4681039000,610,11,43,35,17,47,100,107,122,103,25,0,302,5,28,22,4,35,64,59,53,26,6,0,308,6,15,13,13,12,36,48,69,77,19,0
전라남도 강진군 마량면,4681040000,1764,69,80,118,107,178,311,375,307,189,30,0,876,32,48,68,57,107,181,177,136,66,4,0,888,37,32,50,50,71,130,198,171,123,26,0
전라남도 해남군 ,4682000000,67328,3617,4991,5380,4623,7631,11378,12704,9860,6216,897,31,33346,1832,2559,3058,2469,4239,6350,6396,4329,1954,160,0,33982,1785,2432,2322,2154,3392,5028,6308,5531,4262,737,31
전라남도 해남군 해남읍,4682025000,24501,2157,2849,2715,2399,3718,4110,3378,2023,1003,147,2,12031,1092,1435,1490,1180,1783,2147,1651,905,319,29,0,12470,1065,1414,1225,1219,1935,1963,1727,1118,684,118,2
전라남도 해남군 삼산면,4682031000,2900,78,141,203,159,251,548,627,524,311,56,2,1463,38,80,113,99,154,302,331,227,106,13,0,1437,40,61,90,60,97,246,296,297,205,43,2
전라남도 해남군 화산면,4682032000,3142,115,110,193,180,273,514,680,632,405,39,1,1559,59,54,99,115,177,306,333,281,128,7,0,1583,56,56,94,65,96,208,347,351,277,32,1
전라남도 해남군 현산면,4682033000,2762,61,124,151,120,219,479,635,559,361,51,2,1376,33,66,100,74,131,275,327,248,113,9,0,1386,28,58,51,46,88,204,308,311,248,42,2
전라남도 해남군 송지면,4682034000,6020,265,345,438,357,607,1053,1258,965,661,68,3,2951,128,176,269,208,352,566,603,434,207,8,0,3069,137,169,169,149,255,487,655,531,454,60,3
전라남도 해남군 북평면,4682035000,2766,81,162,176,112,236,452,592,553,356,46,0,1345,38,82,100,58,145,257,291,242,115,17,0,1421,43,80,76,54,91,195,301,311,241,29,0
전라남도 해남군 북일면,4682036000,1944,36,76,122,64,150,321,416,410,308,41,0,928,20,38,66,37,96,191,214,161,101,4,0,1016,16,38,56,27,54,130,202,249,207,37,0
전라남도 해남군 옥천면,4682037000,2929,81,152,189,122,292,504,563,539,413,71,3,1468,45,84,102,69,180,294,304,240,138,12,0,1461,36,68,87,53,112,210,259,299,275,59,3
전라남도 해남군 계곡면,4682038000,2100,65,82,79,92,195,297,473,391,374,50,2,996,29,46,48,44,123,172,237,171,114,12,0,1104,36,36,31,48,72,125,236,220,260,38,2
전라남도 해남군 마산면,4682039000,2342,61,128,131,92,219,411,467,458,315,59,1,1193,36,75,80,54,149,263,238,191,96,11,0,1149,25,53,51,38,70,148,229,267,219,48,1
전라남도 해남군 황산면,4682040000,4733,168,231,265,258,384,800,1173,835,534,80,5,2330,82,124,168,152,231,447,582,369,161,14,0,2403,86,107,97,106,153,353,591,466,373,66,5
전라남도 해남군 산이면,4682041000,3695,163,185,217,232,372,606,765,679,407,67,2,1885,82,91,125,131,262,365,411,287,126,5,0,1810,81,94,92,101,110,241,354,392,281,62,2
전라남도 해남군 문내면,4682042000,3957,170,221,255,227,352,672,883,712,401,62,2,1987,90,116,160,117,210,391,446,325,123,9,0,1970,80,105,95,110,142,281,437,387,278,53,2
전라남도 해남군 화원면,4682043000,3537,116,185,246,209,363,611,794,580,367,60,6,1834,60,92,138,131,246,374,428,248,107,10,0,1703,56,93,108,78,117,237,366,332,260,50,6
전라남도 영암군 ,4683000000,52964,3192,4302,4901,4432,7207,9444,8560,6143,4188,583,12,27488,1632,2271,2883,2405,4311,5416,4492,2653,1308,116,1,25476,1560,2031,2018,2027,2896,4028,4068,3490,2880,467,11
전라남도 영암군 영암읍,4683025000,8025,523,776,823,651,1014,1397,1297,913,523,106,2,3970,276,410,459,325,534,721,663,396,161,25,0,4055,247,366,364,326,480,676,634,517,362,81,2
전라남도 영암군 삼호읍,4683025300,15094,1446,1801,1635,1770,2900,2590,1662,854,399,37,0,8090,703,941,908,888,1736,1505,892,388,124,5,0,7004,743,860,727,882,1164,1085,770,466,275,32,0
전라남도 영암군 삼호읍서부출장소,4683025400,6417,489,654,902,766,1240,1429,562,237,115,23,0,3761,251,344,568,460,778,884,337,103,32,4,0,2656,238,310,334,306,462,545,225,134,83,19,0
전라남도 영암군 덕진면,4683031000,1819,65,87,100,112,157,322,343,304,289,40,0,908,38,45,62,75,97,200,167,131,85,8,0,911,27,42,38,37,60,122,176,173,204,32,0
전라남도 영암군 금정면,4683032000,2034,44,59,111,87,163,391,465,376,291,45,2,1024,18,37,71,45,94,234,272,164,80,9,0,1010,26,22,40,42,69,157,193,212,211,36,2
전라남도 영암군 신북면,4683033000,3658,90,190,245,196,355,642,827,635,431,47,0,1835,43,102,169,115,205,346,431,268,146,10,0,1823,47,88,76,81,150,296,396,367,285,37,0
전라남도 영암군 시종면,4683034000,3441,106,116,210,181,297,570,805,624,464,66,2,1745,61,65,138,111,199,350,403,273,134,11,0,1696,45,51,72,70,98,220,402,351,330,55,2
전라남도 영암군 도포면,4683035000,2232,61,99,174,121,187,409,465,388,302,25,1,1147,44,64,106,79,118,230,243,168,90,5,0,1085,17,35,68,42,69,179,222,220,212,20,1
전라남도 영암군 군서면,4683036000,3161,102,162,218,163,281,521,634,592,425,61,2,1530,63,89,130,89,163,298,323,239,125,10,1,1631,39,73,88,74,118,223,311,353,300,51,1
전라남도 영암군 서호면,4683037000,1878,62,83,103,98,139,296,394,364,296,42,1,909,26,48,60,57,89,170,205,149,98,7,0,969,36,35,43,41,50,126,189,215,198,35,1
전라남도 영암군 학산면,4683038000,2990,137,181,249,149,276,503,613,473,350,58,1,1453,76,80,134,76,164,273,307,208,120,15,0,1537,61,101,115,73,112,230,306,265,230,43,1
전라남도 영암군 미암면,4683039000,2215,67,94,131,138,198,374,493,383,303,33,1,1116,33,46,78,85,134,205,249,166,113,7,0,1099,34,48,53,53,64,169,244,217,190,26,1
전라남도 무안군 ,4684000000,90973,8195,9676,9497,11155,14446,13483,11538,7901,4453,606,23,45682,4219,4909,5094,5644,7557,7389,5813,3604,1352,100,1,45291,3976,4767,4403,5511,6889,6094,5725,4297,3101,506,22
전라남도 무안군 무안읍,4684025000,10930,731,1107,1316,973,1546,1936,1642,1092,532,54,1,5478,383,580,752,515,787,1027,789,473,165,7,0,5452,348,527,564,458,759,909,853,619,367,47,1
전라남도 무안군 일로읍,4684025300,16391,2500,1708,1162,2786,2748,1886,1662,1171,669,96,3,8170,1301,833,620,1331,1506,1023,806,537,195,18,0,8221,1199,875,542,1455,1242,863,856,634,474,78,3
전라남도 무안군 삼향읍,4684025600,5410,157,289,490,323,571,1079,1231,770,431,66,3,2852,76,140,276,185,339,629,683,380,138,6,0,2558,81,149,214,138,232,450,548,390,293,60,3
전라남도 무안군 삼향읍남악출장소,4684025800,34661,4261,5397,4618,5790,7402,4312,1831,734,279,37,0,17143,2181,2748,2319,2818,3561,2227,868,330,85,6,0,17518,2080,2649,2299,2972,3841,2085,963,404,194,31,0
전라남도 무안군 몽탄면,4684032000,3098,46,130,234,148,253,578,635,564,446,64,0,1543,19,70,142,94,163,332,333,252,126,12,0,1555,27,60,92,54,90,246,302,312,320,52,0
전라남도 무안군 청계면,4684033000,6290,183,400,702,412,673,1115,1274,896,540,86,9,3260,98,206,412,246,398,637,663,419,166,15,0,3030,85,194,290,166,275,478,611,477,374,71,9
전라남도 무안군 현경면,4684034000,4533,93,181,303,244,368,851,1031,867,528,67,0,2310,48,82,177,152,253,519,524,389,154,12,0,2223,45,99,126,92,115,332,507,478,374,55,0
전라남도 무안군 망운면,4684035000,1925,48,84,127,117,180,333,472,355,168,38,3,991,27,45,70,69,113,195,244,166,56,6,0,934,21,39,57,48,67,138,228,189,112,32,3
전라남도 무안군 해제면,4684036000,4842,110,213,334,220,448,815,1092,951,587,69,3,2452,59,120,214,134,282,461,552,433,187,10,0,2390,51,93,120,86,166,354,540,518,400,59,3
전라남도 무안군 운남면,4684037000,2893,66,167,211,142,257,578,668,501,273,29,1,1483,27,85,112,100,155,339,351,225,80,8,1,1410,39,82,99,42,102,239,317,276,193,21,0
전라남도 함평군 ,4686000000,31343,1217,2011,2349,1847,3276,5365,6195,4945,3596,526,16,15776,632,1087,1386,987,1941,3148,3274,2103,1099,119,0,15567,585,924,963,860,1335,2217,2921,2842,2497,407,16
전라남도 함평군 함평읍,4686025000,8284,482,783,751,618,1099,1371,1332,1033,710,104,1,4092,240,431,420,299,592,753,677,435,225,20,0,4192,242,352,331,319,507,618,655,598,485,84,1
전라남도 함평군 손불면,4686031000,3320,118,179,175,143,334,553,677,646,441,53,1,1674,54,89,103,82,224,333,364,260,153,12,0,1646,64,90,72,61,110,220,313,386,288,41,1
전라남도 함평군 신광면,4686032000,1794,54,60,111,104,151,294,421,319,240,39,1,886,31,26,61,57,109,160,212,145,73,12,0,908,23,34,50,47,42,134,209,174,167,27,1
전라남도 함평군 학교면,4686033000,3717,115,198,250,199,351,616,798,625,484,79,2,1865,68,106,154,108,218,368,424,263,141,15,0,1852,47,92,96,91,133,248,374,362,343,64,2
전라남도 함평군 엄다면,4686034000,1845,45,80,126,81,161,335,386,316,271,43,1,898,16,45,82,51,96,197,204,125,72,10,0,947,29,35,44,30,65,138,182,191,199,33,1
전라남도 함평군 대동면,4686035000,3080,84,240,234,159,259,575,586,499,379,62,3,1598,47,140,148,98,141,358,303,229,123,11,0,1482,37,100,86,61,118,217,283,270,256,51,3
전라남도 함평군 나산면,4686036000,2795,96,118,182,167,242,463,670,457,349,51,0,1386,50,62,105,87,141,275,373,192,95,6,0,1409,46,56,77,80,101,188,297,265,254,45,0
전라남도 함평군 해보면,4686037000,2784,84,129,237,177,276,512,598,420,309,40,2,1419,46,65,134,87,153,304,333,184,102,11,0,1365,38,64,103,90,123,208,265,236,207,29,2
전라남도 함평군 월야면,4686038000,3724,139,224,283,199,403,646,727,630,413,55,5,1958,80,123,179,118,267,400,384,270,115,22,0,1766,59,101,104,81,136,246,343,360,298,33,5
전라남도 영광군 ,4687000000,52024,3646,4000,4697,4597,6224,8430,8648,6955,4261,539,27,25979,1830,2083,2676,2359,3460,4700,4423,3014,1319,115,0,26045,1816,1917,2021,2238,2764,3730,4225,3941,2942,424,27
전라남도 영광군 영광읍,4687025000,21654,2019,2335,2339,2247,3220,3491,2934,1939,996,125,9,10626,1007,1208,1263,1087,1593,1814,1424,878,325,27,0,11028,1012,1127,1076,1160,1627,1677,1510,1061,671,98,9
전라남도 영광군 백수읍,4687025300,4560,177,213,323,261,396,790,861,855,603,77,4,2279,90,114,195,154,254,473,447,346,188,18,0,2281,87,99,128,107,142,317,414,509,415,59,4
전라남도 영광군 홍농읍,4687025600,6655,615,504,762,823,837,1105,897,682,382,46,2,3514,325,244,467,462,472,639,474,299,126,6,0,3141,290,260,295,361,365,466,423,383,256,40,2
전라남도 영광군 대마면,4687031000,1729,82,84,149,148,151,271,330,286,194,32,2,912,37,57,84,85,102,161,194,129,55,8,0,817,45,27,65,63,49,110,136,157,139,24,2
전라남도 영광군 묘량면,4687032000,1733,86,73,114,114,142,274,350,296,251,32,1,855,49,39,57,50,96,151,193,131,78,11,0,878,37,34,57,64,46,123,157,165,173,21,1
전라남도 영광군 불갑면,4687033000,1339,62,53,82,110,100,218,294,251,150,19,0,665,27,21,48,54,65,129,149,116,51,5,0,674,35,32,34,56,35,89,145,135,99,14,0
전라남도 영광군 군서면,4687034000,2286,82,152,167,119,232,380,411,405,297,37,4,1159,41,84,102,69,143,250,210,161,92,7,0,1127,41,68,65,50,89,130,201,244,205,30,4
전라남도 영광군 군남면,4687035000,2368,83,91,107,116,185,327,466,508,436,48,1,1138,44,55,60,61,114,199,247,205,142,11,0,1230,39,36,47,55,71,128,219,303,294,37,1
전라남도 영광군 염산면,4687036000,3942,142,158,203,222,345,627,953,818,416,58,0,1916,64,79,126,116,234,345,471,365,102,14,0,2026,78,79,77,106,111,282,482,453,314,44,0
전라남도 영광군 법성면,4687037000,5179,273,325,416,409,533,836,982,835,504,62,4,2560,133,175,251,205,325,459,513,341,150,8,0,2619,140,150,165,204,208,377,469,494,354,54,4
전라남도 영광군 낙월면,4687038000,388,14,9,26,19,56,82,114,45,21,2,0,242,6,5,17,12,43,60,68,25,6,0,0,146,8,4,9,7,13,22,46,20,15,2,0
전라남도 영광군 낙월면안마출장소,4687038500,191,11,3,9,9,27,29,56,35,11,1,0,113,7,2,6,4,19,20,33,18,4,0,0,78,4,1,3,5,8,9,23,17,7,1,0
전라남도 장성군 ,4688000000,43518,2495,3168,3936,3418,5245,7443,7635,5731,3898,532,17,22272,1251,1658,2334,1829,2939,4265,4064,2546,1270,114,2,21246,1244,1510,1602,1589,2306,3178,3571,3185,2628,418,15
전라남도 장성군 장성읍,4688025000,13371,952,1217,1247,1089,1903,2186,2082,1606,953,132,4,6620,496,623,693,535,1011,1216,1016,712,294,24,0,6751,456,594,554,554,892,970,1066,894,659,108,4
전라남도 장성군 진원면,4688031000,3648,281,303,284,252,452,625,658,447,301,42,3,1850,148,164,156,114,238,377,335,210,96,11,1,1798,133,139,128,138,214,248,323,237,205,31,2
전라남도 장성군 남면,4688032000,3700,136,166,373,305,399,699,756,493,324,48,1,2007,64,88,223,192,262,399,427,235,105,12,0,1693,72,78,150,113,137,300,329,258,219,36,1
전라남도 장성군 동화면,4688033000,1791,47,68,123,120,176,342,373,275,232,34,1,943,20,30,79,78,112,206,217,111,81,9,0,848,27,38,44,42,64,136,156,164,151,25,1
전라남도 장성군 삼서면,4688034000,3117,132,174,236,172,342,569,616,474,365,36,1,1667,77,95,182,94,214,319,337,214,127,8,0,1450,55,79,54,78,128,250,279,260,238,28,1
전라남도 장성군 삼계면,4688035000,5948,575,592,789,761,804,855,677,502,355,37,1,3131,278,314,484,412,439,507,380,199,107,11,0,2817,297,278,305,349,365,348,297,303,248,26,1
전라남도 장성군 황룡면,4688036000,4008,158,248,379,261,479,787,762,538,340,55,1,2031,68,123,228,145,270,434,423,232,97,10,1,1977,90,125,151,116,209,353,339,306,243,45,0
전라남도 장성군 서삼면,4688037000,1528,52,94,114,105,152,279,308,236,161,27,0,788,24,51,62,62,88,165,166,106,57,7,0,740,28,43,52,43,64,114,142,130,104,20,0
전라남도 장성군 북일면,4688038000,1376,40,51,91,76,96,225,316,258,190,32,1,690,12,28,58,44,49,134,167,113,78,7,0,686,28,23,33,32,47,91,149,145,112,25,1
전라남도 장성군 북이면,4688039000,2849,66,161,186,140,247,468,567,517,446,49,2,1421,37,92,109,77,144,272,302,230,148,10,0,1428,29,69,77,63,103,196,265,287,298,39,2
전라남도 장성군 북하면,4688040000,2182,56,94,114,137,195,408,520,385,231,40,2,1124,27,50,60,76,112,236,294,184,80,5,0,1058,29,44,54,61,83,172,226,201,151,35,2
전라남도 완도군 ,4689000000,48770,2914,3506,3586,3642,5944,7883,8737,7327,4580,633,18,24537,1504,1826,2100,1966,3471,4434,4371,3276,1462,125,2,24233,1410,1680,1486,1676,2473,3449,4366,4051,3118,508,16
전라남도 완도군 완도읍,4689025000,17987,1377,1687,1811,1658,2615,3054,2910,1861,879,130,5,9051,739,868,1030,827,1363,1632,1425,854,282,31,0,8936,638,819,781,831,1252,1422,1485,1007,597,99,5
전라남도 완도군 금일읍,4689025300,3639,196,190,199,275,409,553,739,608,421,49,0,1842,95,97,121,160,269,325,365,272,130,8,0,1797,101,93,78,115,140,228,374,336,291,41,0
전라남도 완도군 노화읍,4689025600,4307,292,395,270,338,567,637,663,635,449,60,1,2150,137,217,160,189,331,360,339,274,137,6,0,2157,155,178,110,149,236,277,324,361,312,54,1
전라남도 완도군 노화읍넙도출장소,4689029000,771,45,49,41,68,114,119,155,138,40,1,1,420,21,27,25,45,82,66,75,66,13,0,0,351,24,22,16,23,32,53,80,72,27,1,1
전라남도 완도군 군외면,4689031000,3152,86,120,176,145,311,529,711,628,392,53,1,1584,50,60,96,92,200,305,355,298,121,7,0,1568,36,60,80,53,111,224,356,330,271,46,1
전라남도 완도군 신지면,4689032000,3340,122,189,190,202,338,579,640,591,431,57,1,1701,56,91,128,117,208,339,336,260,152,14,0,1639,66,98,62,85,130,240,304,331,279,43,1
전라남도 완도군 고금면,4689033000,4152,172,261,247,221,402,615,709,843,604,75,3,2030,83,129,152,126,242,364,355,358,205,16,0,2122,89,132,95,95,160,251,354,485,399,59,3
전라남도 완도군 약산면,4689034000,2292,111,97,127,104,197,384,488,450,293,40,1,1167,68,47,80,57,132,227,244,208,95,9,0,1125,43,50,47,47,65,157,244,242,198,31,1
전라남도 완도군 청산면,4689035000,2071,61,87,124,121,188,348,429,374,286,52,1,1017,29,51,72,74,111,211,218,154,84,12,1,1054,32,36,52,47,77,137,211,220,202,40,0
전라남도 완도군 청산면모도출장소,4689035500,218,4,9,8,4,24,38,36,47,39,8,1,115,3,5,8,2,17,24,21,25,10,0,0,103,1,4,0,2,7,14,15,22,29,8,1
전라남도 완도군 소안면,4689036000,2439,130,132,126,166,267,338,467,479,293,40,1,1210,60,71,72,94,181,198,229,190,104,10,1,1229,70,61,54,72,86,140,238,289,189,30,0
전라남도 완도군 금당면,4689037000,975,40,50,63,58,94,159,170,177,141,22,1,485,18,30,36,34,60,91,92,80,39,5,0,490,22,20,27,24,34,68,78,97,102,17,1
전라남도 완도군 보길면,4689038000,2615,239,214,143,230,331,396,461,350,220,31,0,1335,123,117,82,120,209,217,234,169,59,5,0,1280,116,97,61,110,122,179,227,181,161,26,0
전라남도 완도군 생일면,4689039000,812,39,26,61,52,87,134,159,146,92,15,1,430,22,16,38,29,66,75,83,68,31,2,0,382,17,10,23,23,21,59,76,78,61,13,1
전라남도 진도군 ,4690000000,30104,1565,2167,2421,2085,3399,4951,5509,4531,3073,393,10,14925,765,1098,1420,1110,1974,2801,2810,1957,917,73,0,15179,800,1069,1001,975,1425,2150,2699,2574,2156,320,10
전라남도 진도군 진도읍,4690025000,10761,834,1133,1220,1063,1543,1721,1569,1042,560,74,2,5299,401,588,697,531,791,891,750,463,172,15,0,5462,433,545,523,532,752,830,819,579,388,59,2
전라남도 진도군 군내면,4690031000,2954,100,162,181,166,285,513,607,532,365,43,0,1498,52,77,114,99,172,298,330,236,110,10,0,1456,48,85,67,67,113,215,277,296,255,33,0
전라남도 진도군 고군면,4690032000,3559,177,255,236,230,379,554,743,534,388,60,3,1736,92,120,138,125,226,311,369,226,118,11,0,1823,85,135,98,105,153,243,374,308,270,49,3
전라남도 진도군 의신면,4690033000,3449,116,161,209,177,355,583,739,614,435,59,1,1759,62,85,121,103,235,344,386,265,145,13,0,1690,54,76,88,74,120,239,353,349,290,46,1
전라남도 진도군 임회면,4690034000,3397,115,174,217,170,286,608,666,646,446,69,0,1649,58,83,120,92,178,355,345,280,128,10,0,1748,57,91,97,78,108,253,321,366,318,59,0
전라남도 진도군 지산면,4690035000,3065,95,110,193,132,219,484,651,649,480,51,1,1475,45,53,122,74,151,285,327,273,137,8,0,1590,50,57,71,58,68,199,324,376,343,43,1
전라남도 진도군 조도면,4690036000,2274,91,126,128,113,258,370,427,408,326,24,3,1175,39,64,85,68,170,241,247,167,91,3,0,1099,52,62,43,45,88,129,180,241,235,21,3
전라남도 진도군 조도면가사출장소,4690036500,263,14,6,16,13,29,45,47,45,44,4,0,140,7,6,7,8,21,27,30,23,9,2,0,123,7,0,9,5,8,18,17,22,35,2,0
전라남도 진도군 조도면거차출장소,4690036600,382,23,40,21,21,45,73,60,61,29,9,0,194,9,22,16,10,30,49,26,24,7,1,0,188,14,18,5,11,15,24,34,37,22,8,0
전라남도 신안군 ,4691000000,38243,1418,1965,2534,2491,4105,6898,7951,6225,4129,516,11,20471,728,1006,1549,1561,2722,4250,4398,2885,1264,103,5,17772,690,959,985,930,1383,2648,3553,3340,2865,413,6
전라남도 신안군 지도읍,4691025000,4183,138,218,278,233,426,741,900,716,473,59,1,2196,79,109,173,138,274,446,506,314,144,12,1,1987,59,109,105,95,152,295,394,402,329,47,0
전라남도 신안군 지도읍선도출장소,4691025100,236,5,6,14,11,16,46,56,40,40,2,0,122,3,2,10,7,10,31,34,14,11,0,0,114,2,4,4,4,6,15,22,26,29,2,0
전라남도 신안군 압해읍,4691025300,5697,194,291,428,415,603,1077,1306,810,504,69,0,3107,102,138,261,265,399,626,729,391,184,12,0,2590,92,153,167,150,204,451,577,419,320,57,0
전라남도 신안군 압해읍매화출장소,4691025400,225,10,3,6,13,20,33,61,54,24,1,0,113,5,0,4,11,15,18,34,21,5,0,0,112,5,3,2,2,5,15,27,33,19,1,0
전라남도 신안군 압해읍고이도출장소,4691025500,220,14,5,6,14,18,35,47,52,25,4,0,125,10,3,4,11,12,23,24,25,11,2,0,95,4,2,2,3,6,12,23,27,14,2,0
전라남도 신안군 증도면,4691031000,1448,34,43,90,77,166,296,273,267,183,18,1,791,13,24,59,52,123,195,148,115,59,3,0,657,21,19,31,25,43,101,125,152,124,15,1
전라남도 신안군 증도면병풍출장소,4691031500,311,11,9,18,17,32,61,72,59,29,3,0,180,4,8,9,16,21,45,35,28,13,1,0,131,7,1,9,1,11,16,37,31,16,2,0
전라남도 신안군 임자면,4691032000,3188,156,234,216,205,397,584,607,502,267,20,0,1690,72,124,133,117,266,355,324,228,69,2,0,1498,84,110,83,88,131,229,283,274,198,18,0
전라남도 신안군 자은면,4691033000,2287,72,92,139,132,216,423,510,400,278,25,0,1216,43,47,83,90,142,245,262,189,108,7,0,1071,29,45,56,42,74,178,248,211,170,18,0
전라남도 신안군 비금면,4691034000,3459,123,194,205,210,385,622,709,606,355,50,0,1835,70,97,106,138,238,400,383,290,106,7,0,1624,53,97,99,72,147,222,326,316,249,43,0
전라남도 신안군 도초면,4691035000,2464,108,200,158,159,267,381,458,392,313,27,1,1264,53,90,96,104,162,226,255,186,83,9,0,1200,55,110,62,55,105,155,203,206,230,18,1
전라남도 신안군 도초면우이도출장소,4691035500,218,9,5,6,14,28,60,47,28,18,3,0,127,7,3,2,5,22,40,27,18,3,0,0,91,2,2,4,9,6,20,20,10,15,3,0
전라남도 신안군 흑산면,4691036000,2187,65,109,172,178,284,434,379,324,198,41,3,1231,34,61,115,112,201,276,225,144,60,2,1,956,31,48,57,66,83,158,154,180,138,39,2
전라남도 신안군 흑산면가거도출장소,4691036500,428,13,20,45,44,75,98,74,34,25,0,0,271,8,12,29,35,53,72,42,13,7,0,0,157,5,8,16,9,22,26,32,21,18,0,0
전라남도 신안군 흑산면태도출장소,4691036600,194,11,16,9,17,21,37,36,25,19,3,0,114,5,10,6,12,17,25,24,11,3,1,0,80,6,6,3,5,4,12,12,14,16,2,0
전라남도 신안군 흑산면홍도출장소,4691036700,447,17,24,43,42,78,101,73,37,31,1,0,252,9,12,20,31,56,63,38,16,6,1,0,195,8,12,23,11,22,38,35,21,25,0,0
